stage_no,date,route,profile_type,finish_type,distance_km,vertical_meters,expert_type,expert_status,expert_weight,predicted_finish,scorito_stage_points,rider,rider_slug,team,combined_score,pcs_model_rank,mountain_credibility,mountain_finish_factor,hilly_attrition_factor,conversion_factor,conversion_reason,expert_chat_signal,wielerflits_forum_signal,forum_opinion_share,blended_opinion_signal,expected_finish_band,confidence,uncertainty,role_assumption,news_decision,news_verification,news_title,evidence
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,7,28,ALMEIDA João,joao-almeida,UAE Team Emirates - XRG (WT),0.54307,8,0.8465,0.9079,1.0,1.0,none,-0.0977,-0.1685,0.3,-0.119,2-14,0.62,medium-high,inferred co-option,,,,"2026 #4 Volta ao Algarve em Bicicleta (2.Pro) (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.290); 2025 #1 Paris-Nice (2.UWT) (mountain; field 868/158; ProfileScore 148, 2737vm, 163.4km; adjusted 0.198)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,8,26,RICCITELLO Matthew,matthew-riccitello,Decathlon CMA CGM Team (WT),0.539855,7,1.0,1.0,1.0,1.0,none,0.0,-0.0714,0.3,-0.0214,3-11,0.814,medium,inferred co-option,,,,"2026 #5 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.297); 2026 #11 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.246)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,9,24,ROGLIČ Primož,primoz-roglic,Red Bull - BORA - hansgrohe (WT),0.522179,10,1.0,1.0,1.0,1.0,none,0.0181,0.0,0.3,0.0127,4-16,0.62,medium-high,inferred protected option,,,,"2026 #3 Itzulia Basque Country (2.UWT) (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.351); 2026 #3 Tour de Romandie (2.UWT) (mountain; field 447/100; ProfileScore 225, 3487vm, 178.2km; adjusted 0.299)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,10,22,ONLEY Oscar,oscar-onley,Netcompany INEOS (WT),0.425137,12,0.6778,0.7991,1.0,1.0,none,0.1304,0.337,0.3,0.1924,7-17,0.696,medium-high,inferred protected option,,,,"2026 #2 Volta ao Algarve em Bicicleta (2.Pro) (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.346); 2025 #1 Tour de Suisse (2.UWT) (mountain; field 642/153; ProfileScore 302, 3887vm, 183.8km; adjusted 0.188)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,11,20,FORTUNATO Lorenzo,lorenzo-fortunato,XDS Astana Team (WT),0.409101,24,1.0,1.0,1.0,1.0,none,0.1146,0.0,0.3,0.0802,19-29,0.644,medium-high,inferred co-option,,,,"2026 #4 Tour de Romandie (2.UWT) (mountain; field 447/104; ProfileScore 237, 3583vm, 149.6km; adjusted 0.276); 2026 #4 Tour de Romandie (2.UWT) (mountain; field 447/100; ProfileScore 225, 3487vm, 178.2km; adjusted 0.274)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,12,18,PARET-PEINTRE Valentin,valentin-paret-peintre,Soudal Quick-Step (WT),0.408532,16,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,12-20,0.76,medium,inferred protected option,,,,"2026 #4 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.441); 2026 #5 Volta Ciclista a Catalunya (2.UWT) (mountain; field 821/163; ProfileScore 389, 4390vm, 153.1km; adjusted 0.337)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,13,16,CASTRILLO Pablo,pablo-castrillo-zapater,Movistar Team (WT),0.38941,25,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,20-30,0.658,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #7 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.340); 2026 #3 Tour de Romandie (2.UWT) (mountain; field 447/104; ProfileScore 237, 3583vm, 149.6km; adjusted 0.301)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,14,14,BUITRAGO Santiago,santiago-buitrago-sanchez,Bahrain - Victorious (WT),0.374566,27,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,21-33,0.566,medium-high,inferred co-option,,,,"2025 #3 Tour de France (2.UWT) (mountain; field 1711/174; ProfileScore 302, 2929vm, 171.5km; adjusted 0.217); 2026 #11 Volta Ciclista a Catalunya (2.UWT) (mountain; field 821/163; ProfileScore 389, 4390vm, 153.1km; adjusted 0.200)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,15,12,BILBAO Pello,pello-bilbao,Bahrain - Victorious (WT),0.372597,15,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,9-21,0.618,medium-high,inferred protected option,,,,"2026 #6 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 851/184; ProfileScore 199, 4101vm, 259.5km; adjusted 0.167); 2026 #5 S4 Stage 4 - Palazuelos de Muñó › Briviesca (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.161)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,16,10,RODRÍGUEZ Cristián,cristian-rodriguez,XDS Astana Team (WT),0.337811,34,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,28-40,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #5 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.324); 2026 #2 Tour of Oman (2.Pro) (mountain; field 338/123; ProfileScore 215, 1369vm, 155.9km; adjusted 0.277)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,17,8,RODRÍGUEZ Carlos,carlos-rodriguez-cano,Netcompany INEOS (WT),0.337578,33,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,27-39,0.62,medium-high,inferred co-option,,,,"2026 #6 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.297); 2026 #2 Tour de la Provence (2.1) (mountain; field 160/112; ProfileScore 224, 3188vm, 174.9km; adjusted 0.224)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,18,6,GARCÍA PIERNA Raúl,raul-garcia-pierna,Movistar Team (WT),0.329984,18,0.6667,0.7916,1.0,1.0,none,0.0,0.0,0.3,0.0,13-23,0.708,medium-high,inferred co-option,,,,"2026 #2 Itzulia Basque Country (2.UWT) (mountain; field 702/141; ProfileScore 199, 3081vm, 135.2km; adjusted 0.378); 2026 #6 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.370)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,19,4,TEJADA Harold,harold-tejada,XDS Astana Team (WT),0.32475,9,0.4216,0.6116,1.0,1.0,none,0.3859,0.0,0.3,0.2702,4-14,0.748,medium,inferred protected option,,,,"2026 #4 UAE Tour (2.UWT) (mountain; field 528/155; ProfileScore 334, 2617vm, 183.0km; adjusted 0.308); 2026 #10 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.269)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,20,1,MAS Enric,enric-mas,Movistar Team (WT),0.315347,14,0.6667,0.7916,1.0,1.0,none,0.1853,0.1056,0.3,0.1614,9-19,0.683,medium-high,inferred protected option,,,,"2026 #6 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.272); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/178; ProfileScore 177, 2939vm, 195.0km; adjusted 0.232)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,1,50,POGAČAR Tadej,tadej-pogacar,UAE Team Emirates - XRG (WT),1.0,1,1.0,1.0,1.0,1.0,none,0.0977,0.4586,0.3,0.206,1-4,0.9,medium,inferred protected option,review_selection_and_lineup,corroborated_reports,"""This route is tailor-made for him"" - Footage shows Jonas Vingegaard complaining about Tadej Pogacar and Tour de France route design","2026 #1 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.588); 2026 #4 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.459)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,2,44,GALL Felix,felix-gall,Decathlon CMA CGM Team (WT),0.823523,2,1.0,1.0,1.0,1.0,none,-0.0417,0.3596,0.3,0.0787,1-6,0.863,medium,inferred protected option,,,,"2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/171; ProfileScore 381, 4209vm, 133.0km; adjusted 0.462); 2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/163; ProfileScore 379, 3751vm, 200.0km; adjusted 0.461)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,3,40,CARAPAZ Richard,richard-carapaz,EF Education - EasyPost (WT),0.752955,3,1.0,1.0,1.0,1.0,none,-0.4869,0.311,0.3,-0.2476,1-6,0.893,medium,inferred protected option,,,,"2026 #1 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.596); 2026 #1 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.572)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,4,36,JOHANNESSEN Tobias Halland,tobias-halland-johannessen,Uno-X Mobility (WT),0.747773,4,1.0,1.0,1.0,1.0,none,0.0,0.0274,0.3,0.0082,1-8,0.853,medium,inferred protected option,,,,"2026 #5 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.415); 2026 #5 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.404)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,5,32,KUSS Sepp,sepp-kuss,Team Visma | Lease a Bike (WT),0.673422,5,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,1-9,0.84,medium,inferred protected option,,,,"2026 #1 Giro d'Italia (2.UWT) (mountain; field 955/167; ProfileScore 396, 4888vm, 151.0km; adjusted 0.503); 2026 #3 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.501)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,6,30,SKJELMOSE Mattias,mattias-skjelmose-jensen,Lidl - Trek (WT),0.6218,6,0.7275,0.8523,1.0,1.0,none,0.0,0.0,0.3,0.0,1-11,0.74,medium,inferred protected option,,,,"2026 #2 Itzulia Basque Country (2.UWT) (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.383); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.353)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,7,28,ALMEIDA João,joao-almeida,UAE Team Emirates - XRG (WT),0.533609,9,0.8465,0.9194,1.0,1.0,none,-0.0977,-0.1685,0.3,-0.119,3-15,0.62,medium-high,inferred co-option,,,,"2026 #4 Volta ao Algarve em Bicicleta (2.Pro) (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.290); 2025 #1 Paris-Nice (2.UWT) (mountain; field 868/158; ProfileScore 148, 2737vm, 163.4km; adjusted 0.198)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,8,26,RICCITELLO Matthew,matthew-riccitello,Decathlon CMA CGM Team (WT),0.533059,7,1.0,1.0,1.0,1.0,none,0.0,-0.0714,0.3,-0.0214,3-11,0.814,medium,inferred co-option,,,,"2026 #5 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.297); 2026 #11 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.246)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,9,24,ROGLIČ Primož,primoz-roglic,Red Bull - BORA - hansgrohe (WT),0.522018,10,1.0,1.0,1.0,1.0,none,0.0181,0.0,0.3,0.0127,4-16,0.62,medium-high,inferred protected option,,,,"2026 #3 Itzulia Basque Country (2.UWT) (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.351); 2026 #3 Tour de Romandie (2.UWT) (mountain; field 447/100; ProfileScore 225, 3487vm, 178.2km; adjusted 0.299)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,10,22,ONLEY Oscar,oscar-onley,Netcompany INEOS (WT),0.430699,12,0.6778,0.8228,1.0,1.0,none,0.1304,0.337,0.3,0.1924,7-17,0.696,medium-high,inferred protected option,,,,"2026 #2 Volta ao Algarve em Bicicleta (2.Pro) (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.346); 2025 #1 Tour de Suisse (2.UWT) (mountain; field 642/153; ProfileScore 302, 3887vm, 183.8km; adjusted 0.188)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,11,20,FORTUNATO Lorenzo,lorenzo-fortunato,XDS Astana Team (WT),0.408948,24,1.0,1.0,1.0,1.0,none,0.1146,0.2903,0.3,0.1673,19-29,0.644,medium-high,inferred co-option,,,,"2026 #4 Tour de Romandie (2.UWT) (mountain; field 447/104; ProfileScore 237, 3583vm, 149.6km; adjusted 0.276); 2026 #4 Tour de Romandie (2.UWT) (mountain; field 447/100; ProfileScore 225, 3487vm, 178.2km; adjusted 0.274)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,12,18,PARET-PEINTRE Valentin,valentin-paret-peintre,Soudal Quick-Step (WT),0.407981,16,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,12-20,0.76,medium,inferred protected option,,,,"2026 #4 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.441); 2026 #5 Volta Ciclista a Catalunya (2.UWT) (mountain; field 821/163; ProfileScore 389, 4390vm, 153.1km; adjusted 0.337)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,13,16,CASTRILLO Pablo,pablo-castrillo-zapater,Movistar Team (WT),0.389228,26,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,21-31,0.658,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #7 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.340); 2026 #3 Tour de Romandie (2.UWT) (mountain; field 447/104; ProfileScore 237, 3583vm, 149.6km; adjusted 0.301)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,14,14,BUITRAGO Santiago,santiago-buitrago-sanchez,Bahrain - Victorious (WT),0.374344,28,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,22-34,0.566,medium-high,inferred co-option,,,,"2025 #3 Tour de France (2.UWT) (mountain; field 1711/174; ProfileScore 302, 2929vm, 171.5km; adjusted 0.217); 2026 #11 Volta Ciclista a Catalunya (2.UWT) (mountain; field 821/163; ProfileScore 389, 4390vm, 153.1km; adjusted 0.200)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,15,12,BILBAO Pello,pello-bilbao,Bahrain - Victorious (WT),0.363087,15,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,9-21,0.618,medium-high,inferred protected option,,,,"2026 #6 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 851/184; ProfileScore 199, 4101vm, 259.5km; adjusted 0.167); 2026 #5 S4 Stage 4 - Palazuelos de Muñó › Briviesca (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.161)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,16,10,TEJADA Harold,harold-tejada,XDS Astana Team (WT),0.346281,8,0.4216,0.6521,1.0,1.0,none,0.3859,0.1642,0.3,0.3194,3-13,0.748,medium,inferred protected option,,,,"2026 #4 UAE Tour (2.UWT) (mountain; field 528/155; ProfileScore 334, 2617vm, 183.0km; adjusted 0.308); 2026 #10 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.269)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,17,8,GARCÍA PIERNA Raúl,raul-garcia-pierna,Movistar Team (WT),0.340431,18,0.6667,0.8161,1.0,1.0,none,0.0,0.0,0.3,0.0,13-23,0.708,medium-high,inferred co-option,,,,"2026 #2 Itzulia Basque Country (2.UWT) (mountain; field 702/141; ProfileScore 199, 3081vm, 135.2km; adjusted 0.378); 2026 #6 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.370)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,18,6,RODRÍGUEZ Carlos,carlos-rodriguez-cano,Netcompany INEOS (WT),0.332646,33,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,27-39,0.62,medium-high,inferred co-option,,,,"2026 #6 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.297); 2026 #2 Tour de la Provence (2.1) (mountain; field 160/112; ProfileScore 224, 3188vm, 174.9km; adjusted 0.224)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,19,4,RODRÍGUEZ Cristián,cristian-rodriguez,XDS Astana Team (WT),0.327318,35,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,29-41,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #5 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.324); 2026 #2 Tour of Oman (2.Pro) (mountain; field 338/123; ProfileScore 215, 1369vm, 155.9km; adjusted 0.277)"
4,25 August 2026,Andorra la Vella -> Andorra la Vella,mountain,flat,104.8,3024,GC / Mountain,applied,0.15,20,1,MAS Enric,enric-mas,Movistar Team (WT),0.322497,14,0.6667,0.8161,1.0,1.0,none,0.1853,0.1056,0.3,0.1614,9-19,0.683,medium-high,inferred protected option,,,,"2026 #6 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.272); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/178; ProfileScore 177, 2939vm, 195.0km; adjusted 0.232)"
5,26 August 2026,Falset. Costa Daurada -> Roquetes. Terres de l'Ebre,hilly,flat,173.3,1689,Sprint / Hilly,applied,0.15,1,50,PEDERSEN Mads,mads-pedersen,Lidl - Trek (WT),0.790258,6,1.0,1.0,1.0,1.0,none,0.3688,0.2362,0.3,0.329,2-10,0.849,medium,inferred co-option,,,,"2026 #1 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.579); 2026 #6 Tour de France (2.UWT) (hilly; field 1567/181; ProfileScore 115, 2792vm, 154.6km; adjusted 0.375)"
5,26 August 2026,Falset. Costa Daurada -> Roquetes. Terres de l'Ebre,hilly,flat,173.3,1689,Sprint / Hilly,applied,0.15,2,44,BRENNAN Matthew,matthew-brennan,Team Visma | Lease a Bike (WT),0.644516,14,1.0,1.0,1.0,1.0,none,0.4785,0.4018,0.3,0.4555,9-19,0.666,medium-high,inferred helper; tactics unconfirmed,monitor_only_no_automatic_upgrade,corroborated_reports,Vuelta a España: Powerful sprint nets Matthew Brennan stage 2 victory as Tadej Pogačar fends off attacks to keep leader's jersey,"2026 #1 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.433); 2026 #1 Ronde van Vlaanderen ME (1.UWT) (hilly; field 644/186; ProfileScore 55, 2055vm, 194.9km; adjusted 0.404)"
5,26 August 2026,Falset. Costa Daurada -> Roquetes. Terres de l'Ebre,hilly,flat,173.3,1689,Sprint / Hilly,applied,0.15,3,40,TULETT Ben,ben-tulett,Team Visma | Lease a Bike (WT),0.462963,11,1.0,1.0,1.0,1.0,none,0.0499,0.0,0.3,0.0349,6-16,0.693,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #3 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 727/186; ProfileScore 172, 2974vm, 200.0km; adjusted 0.384); 2026 #3 Vuelta a Burgos (2.Pro) (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.374)"
5,26 August 2026,Falset. Costa Daurada -> Roquetes. Terres de l'Ebre,hilly,flat,173.3,1689,Sprint / Hilly,applied,0.15,4,36,AULAR Orluis,orluis-aular,Movistar Team (WT),0.383348,43,1.0,1.0,1.0,1.0,none,0.0,0.1751,0.3,0.0525,37-49,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #3 Paris-Nice (2.UWT) (hilly; field 659/165; ProfileScore 73, 1779vm, 170.9km; adjusted 0.335); 2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/188; ProfileScore 89, 1600vm, 138.0km; adjusted 0.229)"
5,26 August 2026,Falset. Costa Daurada -> Roquetes. Terres de l'Ebre,hilly,flat,173.3,1689,Sprint / Hilly,applied,0.15,5,32,GARCÍA PIERNA Raúl,raul-garcia-pierna,Movistar Team (WT),0.347505,15,1.0,1.0,1.0,0.55,reduced_sprint_unsupported_but_fast_finish_evidence,0.0,0.0,0.3,0.0,11-19,0.76,medium,inferred protected option,,,,"2026 #3 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.486); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/158; ProfileScore 153, 3687vm, 234.3km; adjusted 0.360)"
5,26 August 2026,Falset. Costa Daurada -> Roquetes. Terres de l'Ebre,hilly,flat,173.3,1689,Sprint / Hilly,applied,0.15,6,30,LEKNESSUND Andreas,andreas-leknessund,Uno-X Mobility (WT),0.344514,12,1.0,1.0,1.0,0.55,reduced_sprint_unsupported_but_fast_finish_evidence,0.0,0.0,0.3,0.0,8-16,0.78,medium,inferred co-option,,,,"2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/168; ProfileScore 181, 3257vm, 202.0km; adjusted 0.462); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/180; ProfileScore 152, 1804vm, 156.0km; adjusted 0.457)"
5,26 August 2026,Falset. Costa Daurada -> Roquetes. Terres de l'Ebre,hilly,flat,173.3,1689,Sprint / Hilly,applied,0.15,7,28,LAPORTE Christophe,christophe-laporte,Team Visma | Lease a Bike (WT),0.287369,13,1.0,1.0,1.0,1.0,none,0.0982,0.186,0.3,0.1245,8-18,0.686,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #3 Amstel Gold Race (1.UWT) (hilly; field 790/185; ProfileScore 42, 1232vm, 240.8km; adjusted 0.341); 2026 #7 Amstel Gold Race (1.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.244)"
5,26 August 2026,Falset. Costa Daurada -> Roquetes. Terres de l'Ebre,hilly,flat,173.3,1689,Sprint / Hilly,applied,0.15,8,26,MEEUS Jordi,jordi-meeus,Red Bull - BORA - hansgrohe (WT),0.284878,9,1.0,1.0,1.0,1.0,none,0.0,-0.0979,0.3,-0.0294,3-15,0.619,medium-high,inferred protected option,,,,"2026 #2 Grand Prix de Denain - Porte du Hainaut (1.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.310); 2026 #1 Grand Prix de Denain - Porte du Hainaut (1.Pro) (hilly; field 197/182; ProfileScore 24, 1483vm, 203.8km; adjusted 0.255)"
