stage_no,date,route,profile_type,finish_type,distance_km,vertical_meters,expert_type,expert_status,expert_weight,predicted_finish,scorito_stage_points,rider,rider_slug,team,combined_score,pcs_model_rank,mountain_credibility,mountain_finish_factor,hilly_attrition_factor,conversion_factor,conversion_reason,expert_chat_signal,wielerflits_forum_signal,forum_opinion_share,blended_opinion_signal,expected_finish_band,confidence,uncertainty,role_assumption,news_decision,news_verification,news_title,evidence
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,4,36,JOHANNESSEN Tobias Halland,tobias-halland-johannessen,Uno-X Mobility (WT),0.620985,3,1.0,1.0,1.0,1.0,none,0.0,0.0274,0.3,0.0082,1-7,0.853,medium,inferred protected option,,,,"2026 #2 Tour de France (2.UWT) (hilly; field 1567/181; ProfileScore 115, 2792vm, 154.6km; adjusted 0.531); 2026 #2 Tirreno-Adriatico (2.UWT) (hilly; field 931/172; ProfileScore 259, 4007vm, 188.0km; adjusted 0.457)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,5,32,GALL Felix,felix-gall,Decathlon CMA CGM Team (WT),0.590981,7,1.0,1.0,1.0,1.0,none,-0.0417,0.3596,0.3,0.0787,2-12,0.707,medium-high,inferred protected option,,,,"2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/163; ProfileScore 379, 3751vm, 200.0km; adjusted 0.254); 2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/169; ProfileScore 334, 2928vm, 113.0km; adjusted 0.254)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,6,30,KUSS Sepp,sepp-kuss,Team Visma | Lease a Bike (WT),0.564575,8,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,3-13,0.713,medium-high,inferred co-option,,,,"2026 #1 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.478); 2026 #1 Giro d'Italia (2.UWT) (mountain; field 955/167; ProfileScore 396, 4888vm, 151.0km; adjusted 0.277)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,7,28,TULETT Ben,ben-tulett,Team Visma | Lease a Bike (WT),0.561685,11,1.0,1.0,1.0,1.0,none,0.0499,0.0,0.3,0.0349,6-16,0.693,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #3 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 727/186; ProfileScore 172, 2974vm, 200.0km; adjusted 0.384); 2026 #3 Vuelta a Burgos (2.Pro) (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.374)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,8,26,TEJADA Harold,harold-tejada,XDS Astana Team (WT),0.55085,10,1.0,1.0,1.0,1.0,none,0.3859,0.1642,0.3,0.3194,6-14,0.809,medium,inferred protected option,,,,"2026 #2 Tour de France (2.UWT) (hilly; field 1567/179; ProfileScore 109, 2309vm, 205.8km; adjusted 0.513); 2026 #1 Paris-Nice (2.UWT) (hilly; field 659/140; ProfileScore 99, 2077vm, 179.3km; adjusted 0.405)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,9,24,BRENNAN Matthew,matthew-brennan,Team Visma | Lease a Bike (WT),0.54007,14,1.0,1.0,1.0,1.0,none,0.4785,0.0,0.3,0.335,9-19,0.666,medium-high,inferred helper; tactics unconfirmed,monitor_only_no_automatic_upgrade,corroborated_reports,Vuelta a España: Powerful sprint nets Matthew Brennan stage 2 victory as Tadej Pogačar fends off attacks to keep leader's jersey,"2026 #1 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.433); 2026 #1 Ronde van Vlaanderen ME (1.UWT) (hilly; field 644/186; ProfileScore 55, 2055vm, 194.9km; adjusted 0.404)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,10,22,GARCÍA PIERNA Raúl,raul-garcia-pierna,Movistar Team (WT),0.498889,15,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,11-19,0.76,medium,inferred protected option,,,,"2026 #3 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.486); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/158; ProfileScore 153, 3687vm, 234.3km; adjusted 0.360)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,11,20,LEKNESSUND Andreas,andreas-leknessund,Uno-X Mobility (WT),0.482698,12,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,8-16,0.78,medium,inferred co-option,,,,"2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/168; ProfileScore 181, 3257vm, 202.0km; adjusted 0.462); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/180; ProfileScore 152, 1804vm, 156.0km; adjusted 0.457)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,12,18,MAS Enric,enric-mas,Movistar Team (WT),0.435137,19,1.0,1.0,1.0,1.0,none,0.1853,0.1056,0.3,0.1614,15-23,0.823,medium,inferred co-option,,,,"2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/178; ProfileScore 177, 2939vm, 195.0km; adjusted 0.462); 2025 #2 Itzulia Basque Country (2.UWT) (hilly; field 696/163; ProfileScore 248, 3716vm, 153.4km; adjusted 0.186)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,13,16,PARET-PEINTRE Valentin,valentin-paret-peintre,Soudal Quick-Step (WT),0.415271,34,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,29-39,0.726,medium,inferred helper; tactics unconfirmed,,,,"2026 #2 Paris-Nice (2.UWT) (hilly; field 659/148; ProfileScore 178, 2724vm, 206.3km; adjusted 0.403); 2026 #4 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.252)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,14,14,BUITRAGO Santiago,santiago-buitrago-sanchez,Bahrain - Victorious (WT),0.397119,36,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,30-42,0.62,medium-high,inferred co-option,,,,"2026 #1 Tirreno-Adriatico (2.UWT) (hilly; field 356/172; ProfileScore 176, 3475vm, 192.0km; adjusted 0.364); 2026 #6 Tirreno-Adriatico (2.UWT) (hilly; field 931/172; ProfileScore 259, 4007vm, 188.0km; adjusted 0.323)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,15,12,LAURANCE Axel,axel-laurance,Netcompany INEOS (WT),0.395688,25,1.0,1.0,1.0,1.0,none,0.0381,0.0,0.3,0.0267,20-30,0.679,medium-high,inferred protected option,,,,"2026 #1 S5 Stage 5 - Eibar › Eibar (hilly; field 702/156; ProfileScore 154, 2709vm, 152.8km; adjusted 0.409); 2026 #3 Tour de Pologne (2.UWT) (hilly; field 462/157; ProfileScore 152, 2234vm, 161.9km; adjusted 0.328)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,16,10,DEBRUYNE Ramses,ramses-debruyne,Alpecin - Premier Tech (WT),0.395568,27,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,23-31,0.76,medium,inferred co-option,,,,"2026 #2 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/163; ProfileScore 234, 3202vm, 146.2km; adjusted 0.429); 2026 #5 S14 Stage 14 - Mulhouse › Le Markstein (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.383)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,17,8,SKJELMOSE Mattias,mattias-skjelmose-jensen,Lidl - Trek (WT),0.38614,4,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,1-9,0.74,medium,inferred protected option,,,,"2026 #2 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 668/186; ProfileScore 135, 3400vm, 257.2km; adjusted 0.407); 2026 #4 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.368)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,18,6,MIQUEL Pau,pau-miquel-delgado,Bahrain - Victorious (WT),0.368118,42,1.0,1.0,1.0,1.0,none,0.01,0.0,0.3,0.007,37-47,0.654,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #2 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.397); 2026 #2 Omloop Nieuwsblad ME (1.UWT) (hilly; field 284/152; ProfileScore 90, 2374vm, 171.7km; adjusted 0.292)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,19,4,BRENNER Marco,marco-brenner,Tudor Pro Cycling Team (PRT),0.355514,16,1.0,1.0,1.0,1.0,none,0.0843,0.0,0.3,0.059,11-21,0.746,medium,inferred protected option,,,,"2026 #2 Tour de Pologne (2.UWT) (hilly; field 462/153; ProfileScore 120, 1977vm, 218.9km; adjusted 0.341); 2026 #3 Tour de Pologne (2.UWT) (hilly; field 462/148; ProfileScore 239, 2794vm, 125.5km; adjusted 0.330)"
6,27 August 2026,Alcossebre -> Castelló,hilly,flat,177.4,2984,Breakaway / Mountain,applied,0.15,20,1,CAMPRUBÍ Marcel,marcel-camprubi,Pinarello Q36.5 Pro Cycling Team (PRT),0.346415,39,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,34-44,0.671,medium-high,inferred protected option,,,,"2026 #2 Tour de Suisse (2.UWT) (hilly; field 584/146; ProfileScore 118, 2460vm, 157.7km; adjusted 0.368); 2026 #1 Sibiu Cycling Tour (2.1) (hilly; field 137/176; ProfileScore 138, 3461vm, 211.9km; adjusted 0.251)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,1,50,POGAČAR Tadej,tadej-pogacar,UAE Team Emirates - XRG (WT),1.0,1,1.0,1.0,1.0,1.0,none,0.0977,0.4586,0.3,0.206,1-4,0.9,medium,inferred protected option,review_selection_and_lineup,corroborated_reports,"""This route is tailor-made for him"" - Footage shows Jonas Vingegaard complaining about Tadej Pogacar and Tour de France route design","2026 #1 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.588); 2026 #4 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.459)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,2,44,GALL Felix,felix-gall,Decathlon CMA CGM Team (WT),0.823939,2,1.0,1.0,1.0,1.0,none,-0.0417,0.3596,0.3,0.0787,1-6,0.863,medium,inferred protected option,,,,"2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/171; ProfileScore 381, 4209vm, 133.0km; adjusted 0.462); 2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/163; ProfileScore 379, 3751vm, 200.0km; adjusted 0.461)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,3,40,CARAPAZ Richard,richard-carapaz,EF Education - EasyPost (WT),0.753428,3,1.0,1.0,1.0,1.0,none,-0.4869,0.311,0.3,-0.2476,1-6,0.893,medium,inferred protected option,,,,"2026 #1 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.596); 2026 #1 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.572)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,4,36,JOHANNESSEN Tobias Halland,tobias-halland-johannessen,Uno-X Mobility (WT),0.747958,4,1.0,1.0,1.0,1.0,none,0.0,0.0274,0.3,0.0082,1-8,0.853,medium,inferred protected option,,,,"2026 #5 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.415); 2026 #5 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.404)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,5,32,KUSS Sepp,sepp-kuss,Team Visma | Lease a Bike (WT),0.673945,5,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,1-9,0.84,medium,inferred protected option,,,,"2026 #1 Giro d'Italia (2.UWT) (mountain; field 955/167; ProfileScore 396, 4888vm, 151.0km; adjusted 0.503); 2026 #3 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.501)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,6,30,SKJELMOSE Mattias,mattias-skjelmose-jensen,Lidl - Trek (WT),0.606754,6,0.7275,0.8321,1.0,1.0,none,0.0,0.0,0.3,0.0,1-11,0.74,medium,inferred protected option,,,,"2026 #2 Itzulia Basque Country (2.UWT) (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.383); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.353)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,7,28,RICCITELLO Matthew,matthew-riccitello,Decathlon CMA CGM Team (WT),0.541754,7,1.0,1.0,1.0,1.0,none,0.0,-0.0714,0.3,-0.0214,3-11,0.814,medium,inferred co-option,,,,"2026 #5 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.297); 2026 #11 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.246)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,8,26,ALMEIDA João,joao-almeida,UAE Team Emirates - XRG (WT),0.532191,8,0.8465,0.9079,1.0,1.0,none,-0.0977,-0.1685,0.3,-0.119,2-14,0.62,medium-high,inferred co-option,,,,"2026 #4 Volta ao Algarve em Bicicleta (2.Pro) (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.290); 2025 #1 Paris-Nice (2.UWT) (mountain; field 868/158; ProfileScore 148, 2737vm, 163.4km; adjusted 0.198)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,9,24,ROGLIČ Primož,primoz-roglic,Red Bull - BORA - hansgrohe (WT),0.522022,10,1.0,1.0,1.0,1.0,none,0.0181,0.0,0.3,0.0127,4-16,0.62,medium-high,inferred protected option,,,,"2026 #3 Itzulia Basque Country (2.UWT) (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.351); 2026 #3 Tour de Romandie (2.UWT) (mountain; field 447/100; ProfileScore 225, 3487vm, 178.2km; adjusted 0.299)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,10,22,ONLEY Oscar,oscar-onley,Netcompany INEOS (WT),0.425082,12,0.6778,0.7991,1.0,1.0,none,0.1304,0.337,0.3,0.1924,7-17,0.696,medium-high,inferred protected option,,,,"2026 #2 Volta ao Algarve em Bicicleta (2.Pro) (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.346); 2025 #1 Tour de Suisse (2.UWT) (mountain; field 642/153; ProfileScore 302, 3887vm, 183.8km; adjusted 0.188)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,11,20,FORTUNATO Lorenzo,lorenzo-fortunato,XDS Astana Team (WT),0.409029,24,1.0,1.0,1.0,1.0,none,0.1146,0.0,0.3,0.0802,19-29,0.644,medium-high,inferred co-option,,,,"2026 #4 Tour de Romandie (2.UWT) (mountain; field 447/104; ProfileScore 237, 3583vm, 149.6km; adjusted 0.276); 2026 #4 Tour de Romandie (2.UWT) (mountain; field 447/100; ProfileScore 225, 3487vm, 178.2km; adjusted 0.274)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,12,18,PARET-PEINTRE Valentin,valentin-paret-peintre,Soudal Quick-Step (WT),0.408211,16,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,12-20,0.76,medium,inferred protected option,,,,"2026 #4 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.441); 2026 #5 Volta Ciclista a Catalunya (2.UWT) (mountain; field 821/163; ProfileScore 389, 4390vm, 153.1km; adjusted 0.337)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,13,16,CASTRILLO Pablo,pablo-castrillo-zapater,Movistar Team (WT),0.389466,25,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,20-30,0.658,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #7 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.340); 2026 #3 Tour de Romandie (2.UWT) (mountain; field 447/104; ProfileScore 237, 3583vm, 149.6km; adjusted 0.301)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,14,14,BUITRAGO Santiago,santiago-buitrago-sanchez,Bahrain - Victorious (WT),0.37449,27,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,21-33,0.566,medium-high,inferred co-option,,,,"2025 #3 Tour de France (2.UWT) (mountain; field 1711/174; ProfileScore 302, 2929vm, 171.5km; adjusted 0.217); 2026 #11 Volta Ciclista a Catalunya (2.UWT) (mountain; field 821/163; ProfileScore 389, 4390vm, 153.1km; adjusted 0.200)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,15,12,BILBAO Pello,pello-bilbao,Bahrain - Victorious (WT),0.36887,15,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,9-21,0.618,medium-high,inferred protected option,,,,"2026 #6 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 851/184; ProfileScore 199, 4101vm, 259.5km; adjusted 0.167); 2026 #5 S4 Stage 4 - Palazuelos de Muñó › Briviesca (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.161)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,16,10,RODRÍGUEZ Carlos,carlos-rodriguez-cano,Netcompany INEOS (WT),0.342405,33,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,27-39,0.62,medium-high,inferred co-option,,,,"2026 #6 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.297); 2026 #2 Tour de la Provence (2.1) (mountain; field 160/112; ProfileScore 224, 3188vm, 174.9km; adjusted 0.224)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,17,8,RODRÍGUEZ Cristián,cristian-rodriguez,XDS Astana Team (WT),0.33704,34,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,28-40,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #5 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.324); 2026 #2 Tour of Oman (2.Pro) (mountain; field 338/123; ProfileScore 215, 1369vm, 155.9km; adjusted 0.277)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,18,6,GARCÍA PIERNA Raúl,raul-garcia-pierna,Movistar Team (WT),0.330047,18,0.6667,0.7916,1.0,1.0,none,0.0,0.0,0.3,0.0,13-23,0.708,medium-high,inferred co-option,,,,"2026 #2 Itzulia Basque Country (2.UWT) (mountain; field 702/141; ProfileScore 199, 3081vm, 135.2km; adjusted 0.378); 2026 #6 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.370)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,19,4,TEJADA Harold,harold-tejada,XDS Astana Team (WT),0.324623,9,0.4216,0.6116,1.0,1.0,none,0.3859,0.1642,0.3,0.3194,4-14,0.748,medium,inferred protected option,,,,"2026 #4 UAE Tour (2.UWT) (mountain; field 528/155; ProfileScore 334, 2617vm, 183.0km; adjusted 0.308); 2026 #10 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.269)"
7,28 August 2026,Vall d'Alba -> Aramón Valdelinares,mountain,summit,149.8,3597,GC / Hilly,applied,0.15,20,1,MAS Enric,enric-mas,Movistar Team (WT),0.320401,14,0.6667,0.7916,1.0,1.0,none,0.1853,0.1056,0.3,0.1614,9-19,0.683,medium-high,inferred protected option,,,,"2026 #6 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.272); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/178; ProfileScore 177, 2939vm, 195.0km; adjusted 0.232)"
8,29 August 2026,Puçol -> Xeraco,hilly,flat,171.0,1280,Sprint / Breakaway,applied,0.15,1,50,PEDERSEN Mads,mads-pedersen,Lidl - Trek (WT),0.766375,6,1.0,1.0,1.0,1.0,none,0.3688,0.2362,0.3,0.329,2-10,0.849,medium,inferred co-option,,,,"2026 #1 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.579); 2026 #6 Tour de France (2.UWT) (hilly; field 1567/181; ProfileScore 115, 2792vm, 154.6km; adjusted 0.375)"
8,29 August 2026,Puçol -> Xeraco,hilly,flat,171.0,1280,Sprint / Breakaway,applied,0.15,2,44,BRENNAN Matthew,matthew-brennan,Team Visma | Lease a Bike (WT),0.609156,14,1.0,1.0,1.0,1.0,none,0.4785,0.4018,0.3,0.4555,9-19,0.666,medium-high,inferred helper; tactics unconfirmed,monitor_only_no_automatic_upgrade,corroborated_reports,Vuelta a España: Powerful sprint nets Matthew Brennan stage 2 victory as Tadej Pogačar fends off attacks to keep leader's jersey,"2026 #1 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.433); 2026 #1 Ronde van Vlaanderen ME (1.UWT) (hilly; field 644/186; ProfileScore 55, 2055vm, 194.9km; adjusted 0.404)"
8,29 August 2026,Puçol -> Xeraco,hilly,flat,171.0,1280,Sprint / Breakaway,applied,0.15,3,40,TULETT Ben,ben-tulett,Team Visma | Lease a Bike (WT),0.417623,11,1.0,1.0,1.0,1.0,none,0.0499,0.0,0.3,0.0349,6-16,0.693,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #3 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 727/186; ProfileScore 172, 2974vm, 200.0km; adjusted 0.384); 2026 #3 Vuelta a Burgos (2.Pro) (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.374)"
8,29 August 2026,Puçol -> Xeraco,hilly,flat,171.0,1280,Sprint / Breakaway,applied,0.15,4,36,AULAR Orluis,orluis-aular,Movistar Team (WT),0.373846,43,1.0,1.0,1.0,1.0,none,0.0,0.1751,0.3,0.0525,37-49,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #3 Paris-Nice (2.UWT) (hilly; field 659/165; ProfileScore 73, 1779vm, 170.9km; adjusted 0.335); 2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/188; ProfileScore 89, 1600vm, 138.0km; adjusted 0.229)"
8,29 August 2026,Puçol -> Xeraco,hilly,flat,171.0,1280,Sprint / Breakaway,applied,0.15,5,32,GARCÍA PIERNA Raúl,raul-garcia-pierna,Movistar Team (WT),0.327637,15,1.0,1.0,1.0,0.55,reduced_sprint_unsupported_but_fast_finish_evidence,0.0,0.0,0.3,0.0,11-19,0.76,medium,inferred protected option,,,,"2026 #3 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.486); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/158; ProfileScore 153, 3687vm, 234.3km; adjusted 0.360)"
8,29 August 2026,Puçol -> Xeraco,hilly,flat,171.0,1280,Sprint / Breakaway,applied,0.15,6,30,LEKNESSUND Andreas,andreas-leknessund,Uno-X Mobility (WT),0.323394,13,1.0,1.0,1.0,0.55,reduced_sprint_unsupported_but_fast_finish_evidence,0.0,0.0,0.3,0.0,9-17,0.78,medium,inferred co-option,,,,"2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/168; ProfileScore 181, 3257vm, 202.0km; adjusted 0.462); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/180; ProfileScore 152, 1804vm, 156.0km; adjusted 0.457)"
8,29 August 2026,Puçol -> Xeraco,hilly,flat,171.0,1280,Sprint / Breakaway,applied,0.15,7,28,TURNER Ben,ben-turner,Netcompany INEOS (WT),0.236446,50,1.0,1.0,1.0,1.0,none,0.0,0.0982,0.3,0.0295,44-56,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #2 Czech Tour (2.Pro) (hilly; field 106/136; ProfileScore 69, 2018vm, 163.2km; adjusted 0.204); 2026 #11 Giro d'Italia (2.UWT) (hilly; field 955/167; ProfileScore 103, 1896vm, 171.0km; adjusted 0.195)"
8,29 August 2026,Puçol -> Xeraco,hilly,flat,171.0,1280,Sprint / Breakaway,applied,0.15,8,26,GROVES Kaden,kaden-groves,Alpecin - Premier Tech (WT),0.225423,20,1.0,1.0,1.0,0.55,reduced_sprint_unsupported_but_fast_finish_evidence,0.2548,-0.2592,0.3,0.1006,14-26,0.55,medium-high,inferred protected option,,,,"2025 #1 Tour de France (2.UWT) (hilly; field 1711/170; ProfileScore 107, 2916vm, 184.2km; adjusted 0.265); 2025 #1 Giro d'Italia (2.UWT) (hilly; field 946/189; ProfileScore 46, 2496vm, 227.0km; adjusted 0.214)"
